epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,89.0552,1.4229,1.07721,1.31479,0.5734,0.41207,0.45554,0.26695,1.29776,1.20499,1.47954,0.00108947,0.00108947,0.00108947
14,94.9822,1.39412,1.04018,1.2978,0.5585,0.53575,0.54449,0.31789,1.19441,1.0564,1.36254,0.00106118,0.00106118,0.00106118
15,100.82,1.41408,1.01932,1.29708,0.66258,0.4449,0.53738,0.312,1.20642,1.0052,1.38333,0.00103288,0.00103288,0.00103288
16,106.81,1.36337,1.00309,1.26492,0.58544,0.5326,0.55788,0.32546,1.20402,0.93368,1.37299,0.00100459,0.00100459,0.00100459
17,112.676,1.39344,0.98245,1.27811,0.67579,0.52042,0.59698,0.35776,1.16829,0.88208,1.32356,0.000976293,0.000976293,0.000976293
18,118.632,1.38602,0.99437,1.2683,0.54378,0.54841,0.56133,0.31527,1.21618,0.88864,1.35913,0.000947999,0.000947999,0.000947999
19,124.706,1.34937,0.93113,1.24905,0.55616,0.56963,0.59677,0.33503,1.19983,0.90298,1.33996,0.000919704,0.000919704,0.000919704
20,130.656,1.35619,0.93478,1.22665,0.69984,0.53801,0.60775,0.36872,1.22003,0.88715,1.3935,0.00089141,0.00089141,0.00089141
21,136.57,1.34454,0.93922,1.23842,0.72704,0.55235,0.59249,0.3461,1.17886,0.93721,1.32796,0.000863116,0.000863116,0.000863116
22,142.685,1.30844,0.92787,1.21204,0.75487,0.58833,0.63837,0.39118,1.13551,0.76879,1.2953,0.000834822,0.000834822,0.000834822
23,148.709,1.323,0.91272,1.21399,0.80614,0.54273,0.61532,0.38937,1.11542,0.86258,1.30509,0.000806528,0.000806528,0.000806528
24,154.604,1.34502,0.93125,1.23359,0.63615,0.62996,0.63763,0.39016,1.17378,0.79857,1.35582,0.000778233,0.000778233,0.000778233
25,160.454,1.32554,0.91617,1.23851,0.6294,0.6019,0.59986,0.36099,1.20462,0.82956,1.39357,0.000749939,0.000749939,0.000749939
26,166.506,1.29426,0.88021,1.19611,0.66843,0.64151,0.63489,0.39342,1.1183,0.7566,1.30479,0.000721645,0.000721645,0.000721645
27,172.494,1.27908,0.84118,1.18968,0.77934,0.57068,0.66873,0.41095,1.12722,0.74327,1.31961,0.000693351,0.000693351,0.000693351
28,178.402,1.27139,0.85931,1.20099,0.64651,0.64988,0.62325,0.38601,1.14036,0.78338,1.31579,0.000665057,0.000665057,0.000665057
29,184.262,1.27168,0.85398,1.21173,0.67966,0.5615,0.58693,0.35895,1.14628,0.80697,1.31031,0.000636762,0.000636762,0.000636762
30,190.161,1.2919,0.85419,1.20412,0.75692,0.61376,0.67198,0.41422,1.07855,0.75195,1.25279,0.000608468,0.000608468,0.000608468
31,196.045,1.27514,0.87928,1.20414,0.757,0.62205,0.70679,0.44034,1.08355,0.71298,1.24227,0.000580174,0.000580174,0.000580174
32,201.965,1.25639,0.8463,1.181,0.68381,0.64091,0.66138,0.40565,1.11323,0.73667,1.28384,0.00055188,0.00055188,0.00055188
33,207.881,1.27008,0.82777,1.18825,0.78959,0.63286,0.70913,0.44216,1.08588,0.69986,1.2528,0.000523586,0.000523586,0.000523586
34,213.852,1.24073,0.8171,1.17531,0.80205,0.61718,0.69459,0.44108,1.06331,0.73623,1.24348,0.000495291,0.000495291,0.000495291
35,219.802,1.24949,0.82166,1.18122,0.79219,0.62533,0.69585,0.43557,1.05422,0.70621,1.23174,0.000466997,0.000466997,0.000466997
36,225.602,1.24247,0.81045,1.19396,0.69134,0.67881,0.68321,0.42681,1.07495,0.74989,1.24039,0.000438703,0.000438703,0.000438703
37,231.578,1.21691,0.80407,1.16485,0.73641,0.65279,0.70965,0.4483,1.08135,0.74153,1.25766,0.000410409,0.000410409,0.000410409
38,237.701,1.24317,0.80258,1.17331,0.77477,0.67303,0.71513,0.45192,1.06999,0.69367,1.24247,0.000382115,0.000382115,0.000382115
39,243.768,1.24092,0.79495,1.16821,0.75563,0.67041,0.71328,0.44818,1.0848,0.69025,1.25533,0.00035382,0.00035382,0.00035382
40,249.748,1.20936,0.78717,1.16446,0.7625,0.6945,0.69868,0.4428,1.05459,0.69259,1.23039,0.000325526,0.000325526,0.000325526
41,260.452,1.1858,0.7768,1.16532,0.74022,0.6418,0.68276,0.43545,1.06402,0.73297,1.22906,0.000297232,0.000297232,0.000297232
42,266.626,1.16899,0.76552,1.15539,0.70967,0.63696,0.67503,0.42197,1.08913,0.72718,1.2564,0.000268938,0.000268938,0.000268938
43,272.586,1.18044,0.74699,1.14557,0.73172,0.65987,0.71492,0.44089,1.0529,0.68061,1.23831,0.000240644,0.000240644,0.000240644
44,278.498,1.16599,0.72339,1.14709,0.71342,0.69166,0.69436,0.43794,1.04178,0.65899,1.22136,0.000212349,0.000212349,0.000212349
45,284.55,1.14586,0.72883,1.12892,0.78704,0.65684,0.71177,0.45788,1.01694,0.68706,1.19418,0.000184055,0.000184055,0.000184055
46,290.542,1.15067,0.71674,1.13732,0.74902,0.68055,0.71629,0.44879,1.05446,0.68585,1.23505,0.000155761,0.000155761,0.000155761
47,296.331,1.14565,0.70977,1.14381,0.74511,0.69308,0.73138,0.4624,1.0362,0.66948,1.22013,0.000127467,0.000127467,0.000127467
48,302.3,1.14797,0.70827,1.13939,0.70117,0.7175,0.72734,0.4554,1.03932,0.66372,1.20709,9.91726e-05,9.91726e-05,9.91726e-05
49,308.182,1.13186,0.70404,1.12554,0.7342,0.6937,0.73342,0.46858,1.00804,0.65172,1.1968,7.08784e-05,7.08784e-05,7.08784e-05
50,314.051,1.13675,0.71276,1.12687,0.7303,0.71589,0.72645,0.46131,1.00508,0.64684,1.18999,4.25842e-05,4.25842e-05,4.25842e-05
