epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,298.231,1.79089,1.57116,1.61977,1,0.01559,0.07908,0.04583,2.06661,3.44161,2.25162,0.000778233,0.000778233,0.000778233
25,304.387,1.78552,1.55194,1.60243,0.65583,0.0458,0.14265,0.08043,1.94258,2.9949,2.12143,0.000749939,0.000749939,0.000749939
26,310.519,1.75046,1.52533,1.58226,0.40484,0.09291,0.1811,0.10303,1.85063,2.57009,1.92495,0.000721645,0.000721645,0.000721645
27,316.63,1.69644,1.44161,1.55007,0.42032,0.13357,0.2202,0.12293,1.75139,2.3408,1.83335,0.000693351,0.000693351,0.000693351
28,322.73,1.68867,1.36501,1.50107,0.3905,0.16668,0.24232,0.13134,1.77295,2.12846,1.79892,0.000665057,0.000665057,0.000665057
29,328.879,1.66123,1.3681,1.479,0.71528,0.2151,0.26163,0.14361,1.71589,1.80228,1.68338,0.000636762,0.000636762,0.000636762
30,335.052,1.62125,1.35153,1.47225,0.74923,0.26016,0.30805,0.17392,1.66307,1.66747,1.61217,0.000608468,0.000608468,0.000608468
31,341.308,1.62333,1.3473,1.48082,0.42264,0.28956,0.33394,0.19218,1.57175,1.4736,1.52798,0.000580174,0.000580174,0.000580174
32,347.561,1.5933,1.31643,1.43119,0.42568,0.31278,0.35349,0.20159,1.56781,1.4785,1.51115,0.00055188,0.00055188,0.00055188
33,353.869,1.57016,1.29247,1.42098,0.67869,0.36247,0.38578,0.21396,1.53459,1.31033,1.46713,0.000523586,0.000523586,0.000523586
34,359.993,1.5799,1.28946,1.41857,0.45534,0.36961,0.40821,0.22677,1.51942,1.2537,1.46391,0.000495291,0.000495291,0.000495291
35,366.132,1.54595,1.27201,1.39233,0.80184,0.35883,0.40792,0.22476,1.53442,1.23183,1.44244,0.000466997,0.000466997,0.000466997
36,372.275,1.54855,1.23129,1.39014,0.54128,0.41319,0.41001,0.23201,1.47957,1.17719,1.40617,0.000438703,0.000438703,0.000438703
37,378.336,1.52669,1.24416,1.39947,0.49892,0.43728,0.44627,0.25187,1.47604,1.12188,1.39299,0.000410409,0.000410409,0.000410409
38,384.411,1.53063,1.2439,1.38053,0.5014,0.46229,0.4744,0.26848,1.45185,1.06532,1.38024,0.000382115,0.000382115,0.000382115
39,390.478,1.48635,1.20709,1.38001,0.56072,0.48376,0.4841,0.27035,1.46723,1.05512,1.3773,0.00035382,0.00035382,0.00035382
40,396.594,1.49783,1.1957,1.3693,0.59475,0.46651,0.48703,0.27361,1.45045,1.03782,1.36623,0.000325526,0.000325526,0.000325526
41,410.765,1.41969,1.24745,1.36119,0.71011,0.43493,0.49347,0.2838,1.42972,1.13145,1.34799,0.000297232,0.000297232,0.000297232
42,417.34,1.3914,1.19524,1.32944,0.5583,0.44963,0.49504,0.2895,1.41892,1.15421,1.33446,0.000268938,0.000268938,0.000268938
43,423.533,1.39726,1.18258,1.34929,0.67217,0.46213,0.50345,0.29742,1.41525,1.11164,1.3336,0.000240644,0.000240644,0.000240644
44,429.761,1.37938,1.15848,1.32704,0.64864,0.47216,0.51328,0.29987,1.39907,1.04439,1.32008,0.000212349,0.000212349,0.000212349
45,435.851,1.36786,1.15094,1.3103,0.77841,0.46329,0.50406,0.29241,1.40654,1.04837,1.31527,0.000184055,0.000184055,0.000184055
46,441.83,1.34996,1.1287,1.3017,0.76364,0.4632,0.51124,0.3033,1.37917,1.01428,1.30697,0.000155761,0.000155761,0.000155761
47,447.964,1.35621,1.11658,1.29884,0.74014,0.46033,0.51334,0.30026,1.38075,0.99794,1.30114,0.000127467,0.000127467,0.000127467
48,453.989,1.36662,1.13337,1.30807,0.77328,0.46633,0.51769,0.30012,1.38619,0.97214,1.30287,9.91726e-05,9.91726e-05,9.91726e-05
49,460.045,1.35129,1.09503,1.30259,0.75759,0.47215,0.52763,0.30822,1.37383,0.96392,1.29179,7.08784e-05,7.08784e-05,7.08784e-05
50,466.167,1.33138,1.09707,1.28258,0.78765,0.46092,0.53207,0.31115,1.36105,0.95563,1.28742,4.25842e-05,4.25842e-05,4.25842e-05
